rec-id,first_name,second_name,last_name,region,birth_date,personal_id
rec-2167-dup-0,,APOLONIA,puste,MAZOWIECKIE,,NGR681932
rec-2167-dup-1,KAJA,APOLONYA,MRÓŹ,MAZOWIECKIE,,NGR672932
rec-2167-dup-2,KAJA,APOLÓNIA,MROZ,MAZOWIECKIE,,NGR67q932
rec-2167-org,KAJA,APOLONIA,MRÓZ,MAZOWIECKIE,24/11/1953,NGR671932
rec-2168-org,KAROLINA,MARIA,NOWAK,LUBELSKIE,25/09/1985,XAL544519
rec-2169-org,ZUZANNA,HELENA,WINNICKA,LUBELSKIE,30/10/1981,PRL249620
rec-2170-org,JULIA,LIDIA,BALCERZAK,ŚWIĘTOKRZYSKIE,24/07/1975,ZYN042491
rec-2171-org,RÓŻA,HALINA,JAROS,MAZOWIECKIE,01/06/1996,EMR037964
rec-2172-org,JULIA,ALEKSANDRA,RATAJCZAK,ŁÓDZKIE,04/11/2001,JCX924263
rec-2173-dup-0,MARTZELINA,JULYA,JAŚKIEWIICZ,,15/09/1956,JCN055677
rec-2173-org,MARCELINA,JULIA,JAŚKIEWICZ,LUBUSKIE,15/09/1956,JCN055677
rec-2174-org,HANNA,BARBARA,MUSZYŃSKA,DOLNOŚLĄSKIE,20/01/1950,ECR310353
rec-2175-org,JULIA,MAGDALENA,KOWALSKA,LUBELSKIE,27/07/1952,RWE794379
rec-2176-org,ZUZANNA,MARIA,JACKOWSKA,DOLNOŚLĄSKIE,03/04/1967,ACJ938900
rec-2177-org,JADWIGA,KORNELIA,ANDRZEJEWSKA,MAZOWIECKIE,31/03/1962,TSG376122
rec-2178-org,STEFANIA,NATALIA,PAWLAK,POMORSKIE,14/02/2009,CGG777203
rec-2179-org,POLA,JOLANTA,JASTRZĘBSKA,PODLASKIE,20/03/1982,NXC724948
rec-2180-dup-0,MARTZELINA,ALEKSANDRA,MIICHAŁEK,ZACHODNIOPOMORSKIE,,
rec-2180-org,MARCELINA,ALEKSANDRA,MICHAŁEK,ZACHODNIOPOMORSKIE,30/06/1985,FJR388796
rec-2181-org,EMILIA,ANNA,MAZUR,WIELKOPOLSKIE,08/11/2016,PLW371326
rec-2182-org,ALICJA,MARIA,STAWICKA,LUBELSKIE,01/12/1992,YTA406218
rec-2183-org,ADRIANNA,ZUZANNA,STĘPNIAK,ZACHODNIOPOMORSKIE,21/08/1957,PMH692164
rec-2184-org,RITA,ANNA,KUCHTA,WIELKOPOLSKIE,15/07/1944,TAT203876
rec-2185-org,KAJA,SANDRA,SZEWCZYK,LUBELSKIE,23/05/2005,XSZ362221
rec-2186-org,LAURA,WANDA,KĘPA,OPOLSKIE,07/11/1973,JYF516372
rec-2187-org,LILIANNA,IGA,MASŁOWSKA,WIELKOPOLSKIE,10/10/1968,EKX066575
rec-2188-dup-0,,KRYSTYNA,BIENIEK,,05/11/1929,YLF390522
rec-2188-org,LENA,KRYSTYNA,BIENIEK,ZACHODNIOPOMORSKIE,05/11/1992,YLF390532
rec-2189-dup-0,,ANNA,puste,PODKARPACKIE,16/11/1936,
rec-2189-dup-1,GABRYELA,ANNA,MATYSYAK,PODKARPACKIE,16/11/1936,NZF158q86
rec-2189-dup-2,GABRYELA,ANNA,MATYSIIAK,,16/11/1963,NZF158286
rec-2189-org,GABRIELA,ANNA,MATYSIAK,PODKARPACKIE,16/11/1963,NZF158186
rec-2190-org,NELA,DOROTA,MAJEWSKA,MAŁOPOLSKIE,26/10/1980,DYA762251
rec-2191-org,OLIWIA,NATALIA,DĄBROWSKA,KUJAWSKO-POMORSKIE,05/04/1961,MKG355711
rec-2192-dup-0,,ROZALIA,WLODARCZYK,ŁÓDZKIE,,
rec-2192-dup-1,ANASTAŹJA,ROZALYA,WWODARCZYK,ŁÓDZKIE,04/03/1986,
rec-2192-dup-2,ANASTAŻJA,ROZALIA,WŁODARCZYK,,04/03/1968,SYL978q66
rec-2192-dup-3,ANASTAŻJA,ROZALIA,WŁÓDARCZYK,,04/03/1986,SYL978165
rec-2192-org,ANASTAZJA,ROZALIA,WŁODARCZYK,ŁÓDZKIE,04/03/1986,SYL978166
rec-2193-org,IZABELA,LILLA,SIWEK,MAŁOPOLSKIE,06/10/1986,ERH736712
rec-2194-dup-0,,MIICHALINA,KMIEĆ,LUBELSKIE,,LYP94r604
rec-2194-dup-1,ŹUZANNA,MIICHALINA,KMIEC,LUBELSKIE,17/01/1931,LYP945704
rec-2194-org,ZUZANNA,MICHALINA,KMIEĆ,LUBELSKIE,17/01/1931,LYP945604
rec-2195-org,KAROLINA,WERONIKA,KRÓL,MAZOWIECKIE,19/08/1988,FZM943613
rec-2196-org,ESTERA,ROZALIA,ADAMSKA,MAŁOPOLSKIE,13/01/1989,CGZ493548
rec-2197-org,ZOFIA,KLEMENTYNA,LOREK,ŁÓDZKIE,26/08/1985,PAZ240525
rec-2198-org,IGA,ŁUCJA,KAŁUŻNA,MAZOWIECKIE,03/01/1960,WLD360636
rec-2199-dup-0,,MARIIA,MAJ,WIELKOPOLSKIE,,
rec-2199-org,ANNA,MARIA,MAJ,WIELKOPOLSKIE,20/02/1989,ELM549421
rec-2200-org,BLANKA,MARIA,LOREK,WARMIŃSKO-MAZURSKIE,05/06/1977,DSL598572
rec-2201-dup-0,,ZUZANNA,puste,ŚLĄSKIE,30/08/2041,GAJ347006
rec-2201-dup-1,ELIIZA,ZUZANNA,puste,ŚLĄSKIE,30/08/2041,GAJ347006
rec-2201-dup-2,,ŹUZANNA,CHOJNATZKA,ŚLĄSKIE,30/08/2014,GAJ4e7006
rec-2201-org,ELIZA,ZUZANNA,CHOJNACKA,ŚLĄSKIE,30/08/2014,GAJ447006
rec-2202-dup-0,MICHALINA,ROZALIA,BLASZCZYK,,,
rec-2202-dup-1,MICHALIINA,RÓZALIA,BŁASZCŹYK,DOLNOŚLĄSKIE,,MRF562476
rec-2202-org,MICHALINA,ROZALIA,BŁASZCZYK,DOLNOŚLĄSKIE,21/08/1983,MRF562476
rec-2203-org,AURELIA,JULIA,KRÓL,LUBELSKIE,05/07/1963,HEG993860
rec-2204-org,SOFI,MARIA,STACHURA,MAZOWIECKIE,09/08/1998,RKJ622367
rec-2205-org,ALISA,AMELIA,WIŚNIEWSKA,MAZOWIECKIE,16/03/1989,ZWW400939
rec-2206-org,WIKTORIA,DARIA,MAJ,MAZOWIECKIE,18/02/1970,LFK633145
rec-2207-org,MILENA,ALEKSANDRA,KOZŁOWSKA,ŚLĄSKIE,17/09/1963,YLC528929
rec-2208-org,MALWINA,MARIA,SOBCZYK,MAZOWIECKIE,26/02/1941,KDM415340
rec-2209-org,MARIA,ALEKSANDRA,MAJEWSKA,PODKARPACKIE,15/03/1990,RAW676228
rec-2210-dup-0,GABRYELA,MARIIA,MADEJ,,21/07/1987,
rec-2210-dup-1,,MARIIA,MADEJ,ŚLĄSKIE,,FWD3815w6
rec-2210-org,GABRIELA,MARIA,MADEJ,ŚLĄSKIE,21/07/1987,FWD381536
rec-2211-org,IGA,IRENA,STACHOWICZ,MAZOWIECKIE,03/07/1988,DEJ824288
rec-2212-org,JULIA,HELENA,PANEK,ŁÓDZKIE,05/04/1966,HMT221744
rec-2213-org,ZOFIA,ANNA,FERENC,PODKARPACKIE,11/10/1976,KXL040077
rec-2214-org,LENA,MATYLDA,BRODOWSKA,ŚLĄSKIE,18/04/1978,DXW255442
rec-2215-org,HANNA,JOANNA,LASKOWSKA,WIELKOPOLSKIE,04/01/2006,NDE765600
rec-2216-dup-0,IIGA,LENA,STĘPIEŃ,,04/05/2051,
rec-2216-org,IGA,LENA,STĘPIEŃ,POMORSKIE,04/05/2015,HLR578317
rec-2217-org,ZUZANNA,STEFANIA,NOWAK,PODKARPACKIE,22/03/1985,APP042965
rec-2218-org,PAULINA,ANNA,TOMCZYK,MAZOWIECKIE,13/12/1969,ETX757160
rec-2219-org,HANNA,KATARZYNA,KASPRZAK,MAŁOPOLSKIE,19/02/2010,HGN583264
rec-2220-org,AGATA,MARIA,OSUCH,KUJAWSKO-POMORSKIE,01/04/2005,YPG339787
rec-2221-org,JULIA,WERONIKA,MALEC,DOLNOŚLĄSKIE,13/11/1955,FYS920149
rec-2222-org,LAURA,MAGDALENA,WIŚNIEWSKA,WARMIŃSKO-MAZURSKIE,13/02/1969,PXE943619
rec-2223-org,JOANNA,MARIA,KUC,ŚWIĘTOKRZYSKIE,25/12/1984,CAZ184727
rec-2224-org,RÓŻA,IGA,MAGIERA,MAZOWIECKIE,12/10/1982,EXC889105
rec-2225-dup-0,AMELYA,RYTA,SOBOTA,,28/04/1992,MMX800493
rec-2225-org,AMELIA,RITA,SOBOTA,WIELKOPOLSKIE,28/04/1992,MMX800593
rec-2226-dup-0,MARYA,JULIA,KRAJEVSKA,,26/09/1948,TGM865754
rec-2226-dup-1,MARIIA,JULIA,KRAJEVSKA,PODKARPACKIE,,
rec-2226-org,MARIA,JULIA,KRAJEWSKA,PODKARPACKIE,26/09/1984,TGM865754
rec-2227-org,SARA,STANISŁAWA,WNUK,KUJAWSKO-POMORSKIE,25/11/2001,GYH165083
rec-2228-org,ESENIIA,HELENA,KOZŁOWSKA,DOLNOŚLĄSKIE,14/05/1952,YRG111996
rec-2229-org,ULIANA,AURELIA,CIEŚLA,MAŁOPOLSKIE,26/03/1989,RHF608685
rec-2230-org,KORNELIA,EMILIA,LIPSKA,KUJAWSKO-POMORSKIE,13/06/1991,KSL258437
rec-2231-org,KLARA,ALEKSANDRA,ZAJĄC,PODLASKIE,27/03/1965,ALC055579
rec-2232-org,MILENA,MARIA,ORZECHOWSKA,POMORSKIE,28/08/1933,GPA466964
rec-2233-org,ANTONINA,ROZALIA,MROWIEC,ZACHODNIOPOMORSKIE,01/04/1985,HCM405147
rec-2234-org,LENA,MARIA,WALCZAK,POMORSKIE,29/04/1990,DJN559736
rec-2235-org,GABRIELA,MARIA,KONOPKA,KUJAWSKO-POMORSKIE,08/06/1938,NRF759211
rec-2236-dup-0,JAGÓDA,ANNA,puste,WIELKOPOLSKIE,,AGR962159
rec-2236-dup-1,JAGÓDA,ANNA,puste,,17/11/1966,
rec-2236-dup-2,JAGÓDA,ANNA,PTAK,,,AGR96q150
rec-2236-org,JAGODA,ANNA,PTAK,WIELKOPOLSKIE,17/11/1966,AGR962150
rec-2237-org,ANASTAZJA,KATARZYNA,NOWAK,ZACHODNIOPOMORSKIE,30/09/1981,XAR081533
rec-2238-org,BARBARA,MARIA,NOWICKA,KUJAWSKO-POMORSKIE,05/09/1969,ENX285890
rec-2239-org,ZUZANNA,BOŻENA,SZYMCZAK,ŚWIĘTOKRZYSKIE,11/01/1979,YLK393738
rec-2240-org,KALINA,HANNA,NIEWIADOMSKA,DOLNOŚLĄSKIE,02/02/1934,XLH832790
rec-2241-org,MIA,NINA,KUBICKA,DOLNOŚLĄSKIE,29/05/1999,YWR221075
rec-2242-org,GLORIA,ANASTAZJA,KUBIAK,PODKARPACKIE,07/09/1991,WNN995687
rec-2243-org,AURELIA,LUCYNA,RADECKA,MAZOWIECKIE,14/02/1998,YMW200732
rec-2244-org,KAROLINA,JADWIGA,SOJKA,KUJAWSKO-POMORSKIE,11/11/1967,WDH186584
rec-2245-org,BLANKA,WERONIKA,KOSIŃSKA,DOLNOŚLĄSKIE,05/06/1973,WGK688239
rec-2246-dup-0,OLYWIA,ANYTA,ŁAWNICZAK,,18/05/1955,NFE561652
rec-2246-dup-1,OLIWIA,ANIITA,ŁAWNIICZAK,,18/05/1955,NFE562752
rec-2246-dup-2,OLYWIA,ANITA,LAWNICZAK,,18/05/1955,NFE56q752
rec-2246-dup-3,OLYWIA,ANITA,ŁAŁNICZAK,,18/05/1955,NFE571752
rec-2246-org,OLIWIA,ANITA,ŁAWNICZAK,MAZOWIECKIE,18/05/1955,NFE561752
rec-2247-org,ZOFIA,JUSTYNA,MAZUR,PODLASKIE,02/02/1942,YZP235569
rec-2248-org,IGA,DOROTA,JAROSZ,KUJAWSKO-POMORSKIE,14/07/1974,KTC411012
rec-2249-org,MARCELINA,AURORA,KALETA,KUJAWSKO-POMORSKIE,06/08/1960,ANA522648
rec-2250-org,LILIANA,WIKTORIA,MAĆKOWIAK,LUBELSKIE,12/09/1959,EYZ358784
rec-2251-org,MARCELA,KALINA,BIAŁA,ŚLĄSKIE,04/01/2002,NXG511328
rec-2252-org,ANTONINA,ANNA,MICHALCZYK,WIELKOPOLSKIE,14/11/1988,EZF307462
rec-2253-dup-0,MALWYNA,ANNA,WASYLEWSKA,MAZOWIECKIE,,ACN853244
rec-2253-dup-1,MALWYNA,ANNA,WASIILEWSKA,MAZOWIECKIE,03/06/1909,
rec-2253-dup-2,MALVINA,ANNA,VASILEWSKA,MAZOWIECKIE,03/06/1909,ACN8t3144
rec-2253-dup-3,MALWIINA,ANNA,WASILEWSKA,,03/06/1909,
rec-2253-org,MALWINA,ANNA,WASILEWSKA,MAZOWIECKIE,03/06/1990,ACN853144
rec-2254-dup-0,,MARIA,puste,,16/02/1970,LDG43i609
rec-2254-org,WIKTORIA,MARIA,GIL,ŚWIĘTOKRZYSKIE,16/02/1970,LDG438609
rec-2255-org,JOANNA,LIDIA,KONIECZNA,LUBELSKIE,14/01/1944,TKC368109
rec-2256-org,IGA,MARIA,ADAMCZYK,DOLNOŚLĄSKIE,23/07/1960,HNR944284
rec-2257-org,HELENA,PATRYCJA,GRUDZIŃSKA,WIELKOPOLSKIE,01/08/2001,RPC604785
rec-2258-org,DARIA,KLARA,MAZUR,PODKARPACKIE,27/06/1975,PNR217401
rec-2259-org,ZOJA,AMELIA,MATUSIK,ŚLĄSKIE,16/04/2011,PND439513
rec-2260-org,HANNA,HELENA,STOLARCZYK,MAZOWIECKIE,24/07/1980,MYE832821
rec-2261-org,GABRIELA,AGNIESZKA,LISOWSKA,MAZOWIECKIE,14/07/1991,RZM846042
rec-2262-org,LAURA,MAGDALENA,ŚLIWA,MAŁOPOLSKIE,15/12/1963,SHG403077
rec-2263-org,MAJA,MARTA,KOPEĆ,MAŁOPOLSKIE,31/05/1948,XRD208588
rec-2264-dup-0,MARTYNA,IZABELA,FROŁCZEK,,19/05/2041,SAPy23494
rec-2264-dup-1,,IZABELA,FROMCZEK,,19/05/2014,SAP733494
rec-2264-org,MARTYNA,IZABELA,FRĄCZEK,POMORSKIE,19/05/2014,SAP723494
rec-2265-org,ZUZANNA,HELENA,WYSOCKA,WIELKOPOLSKIE,28/01/1947,EKK551715
rec-2266-dup-0,,ŹOFIA,LECH,,06/01/1934,SHL157368
rec-2266-dup-1,KÓRNELIA,ZOFIA,LETZH,,06/01/1943,SHL157378
rec-2266-dup-2,KORNELYA,ŹOFIA,LECH,ŚWIĘTOKRZYSKIE,06/01/1934,SHL158368
rec-2266-org,KORNELIA,ZOFIA,LECH,ŚWIĘTOKRZYSKIE,06/01/1943,SHL157368
rec-2267-org,MAGDALENA,AGATA,KACZMARCZYK,ŁÓDZKIE,24/12/1957,CXZ582562
rec-2268-dup-0,LYLIANA,AGATA,MAZYARZ,,01/08/2001,SZL169459
rec-2268-org,LILIANA,AGATA,MAZIARZ,POMORSKIE,01/08/2010,SZL169459
rec-2269-org,OLIWIA,FELICJA,SZYMCZAK,DOLNOŚLĄSKIE,31/05/1981,WMP921919
rec-2270-dup-0,RIITA,ANASTAŹJA,KOZŁOWSKA,,10/10/1975,RPM319833
rec-2270-org,RITA,ANASTAZJA,KOZŁOWSKA,ŚLĄSKIE,10/10/1975,RPM318833
rec-2271-org,BIANCA,MAGDALENA,WOŁOSZYN,WARMIŃSKO-MAZURSKIE,19/06/1956,EPG001576
rec-2272-org,IGA,MARIA,KRAWCZYK,ŚLĄSKIE,11/11/1960,HWD754611
rec-2273-dup-0,ALEKSANDRA,HANNA,KÓWALSKA,,03/04/1929,JDD249377
rec-2273-dup-1,ALEKSANDRA,HANNA,puste,,03/04/1929,JDD2e9387
rec-2273-dup-2,ALEKSANDRA,HANNA,puste,,03/04/1929,
rec-2273-dup-3,ALEKSANDRA,HANNA,puste,,03/04/1929,JDD249e87
rec-2273-org,ALEKSANDRA,HANNA,KOWALSKA,WARMIŃSKO-MAZURSKIE,03/04/1992,JDD249387
rec-2274-org,ZOFIA,MARIA,NOWAK,POMORSKIE,28/09/1955,GRF254250
rec-2275-dup-0,HANNA,AGNIESŹKA,SÓBOLEWSKA,KUJAWSKO-POMORSKIE,,PMX480634
rec-2275-dup-1,,AGNIESŻKA,puste,KUJAWSKO-POMORSKIE,18/03/2040,PMX480633
rec-2275-dup-2,HANNA,AGNIESŻKA,SÓBOLEWSKA,,18/03/2040,PMX480633
rec-2275-dup-3,,AGNYESZKA,SOBOLEVSKA,KUJAWSKO-POMORSKIE,18/03/2004,PMX480533
rec-2275-org,HANNA,AGNIESZKA,SOBOLEWSKA,KUJAWSKO-POMORSKIE,18/03/2004,PMX480633
rec-2276-org,KORNELIA,WANDA,ZALEWSKA,POMORSKIE,18/07/1950,GNF988610
rec-2277-org,AMELIA,MAŁGORZATA,KONIECZNA,WIELKOPOLSKIE,24/07/1945,CSY230861
rec-2278-org,DOMINIKA,MARIA,DUDEK,MAZOWIECKIE,23/04/1931,SDA901270
rec-2279-org,MAJA,HANNA,ŻAK,ŚLĄSKIE,20/02/1959,HLJ000614
rec-2280-org,GABRIELA,WERONIKA,SZYMANIAK,WIELKOPOLSKIE,02/05/1975,WYH202968
rec-2281-org,MARCELINA,ANNA,ZALEWSKA,PODLASKIE,19/07/1944,TLN741382
rec-2282-org,HANNA,NIKOLA,BIELECKA,POMORSKIE,12/07/1973,JHE153498
rec-2283-org,ZAYA,ANNA,GAŁĄZKA,MAZOWIECKIE,06/01/1947,CGZ209196
rec-2284-org,MARIANNA,AGNIESZKA,PIOTROWSKA,MAŁOPOLSKIE,03/10/1959,WZY277739
rec-2285-org,KINGA,MAJA,KOZŁOWSKA,DOLNOŚLĄSKIE,01/01/1949,ZPX637047
rec-2286-org,HELENA,MARIA,NOWAKOWSKA,MAZOWIECKIE,24/12/1991,MNJ096630
rec-2287-org,WIKTORIA,BEATA,BAGIŃSKA,ŁÓDZKIE,28/10/1969,CXY873533
rec-2288-dup-0,ELIIZA,IIZABELA,KRAWCZYK,PODKARPACKIE,28/10/1938,YLS7739w3
rec-2288-org,ELIZA,IZABELA,KRAWCZYK,PODKARPACKIE,28/10/1983,YLS773923
rec-2289-org,HELENA,WIESŁAWA,MICHALSKA,MAŁOPOLSKIE,02/08/1956,ZKZ152707
rec-2290-org,YELIZAVETA,ANIELA,KRÓL,MAŁOPOLSKIE,11/05/1947,THK843250
rec-2291-dup-0,BIANKA,IIGA,SOKOŁÓWSKA,MAZOWIECKIE,04/12/1993,
rec-2291-org,BIANKA,IGA,SOKOŁOWSKA,MAZOWIECKIE,04/12/1939,EZA612877
rec-2292-org,POLA,MARIA,KALINOWSKA,DOLNOŚLĄSKIE,29/07/1978,YPA460133
rec-2293-org,AMELIA,MARIA,LISOWSKA,WARMIŃSKO-MAZURSKIE,02/10/1969,HKD028675
rec-2294-dup-0,MYLENA,WIKTÓRIA,ZAJĄTZ,MAZOWIECKIE,30/08/1937,LEZ643959
rec-2294-dup-1,MIILENA,WIKTÓRIA,ZAJĄC,MAZOWIECKIE,,
rec-2294-org,MILENA,WIKTORIA,ZAJĄC,MAZOWIECKIE,30/08/1973,LEZ643959
rec-2295-org,NATALIA,WIKTORIA,SZCZEPAŃSKA,WARMIŃSKO-MAZURSKIE,18/12/1932,HTK561152
rec-2296-org,CARLA,MARIA,BOGUCKA,ŁÓDZKIE,05/08/1959,MTL064114
rec-2297-org,MAJA,RÓŻA,KARPIŃSKA,PODKARPACKIE,02/06/2011,HLK293879
rec-2298-dup-0,,JULIA,KACZMARTZZYK,,30/04/1969,KGL364700
rec-2298-dup-1,,JÓLIA,KACŻMARCZYK,ŚLĄSKIE,,KGL365700
rec-2298-dup-2,LENA,JULYA,KACZMARTZZYK,ŚLĄSKIE,,KGL365709
rec-2298-dup-3,LENA,JULYA,KACZMARTZZYK,,,KGL365700
rec-2298-org,LENA,JULIA,KACZMARCZYK,ŚLĄSKIE,30/04/1969,KGL365700
rec-2299-dup-0,MAIIIA,ANNA,KRÓPA,MAZOWIECKIE,,CYL294438
rec-2299-org,MAIIA,ANNA,KRUPA,MAZOWIECKIE,24/06/1996,CYL284438
rec-2300-dup-0,,TERESA,SZCŻEPANIAK,WIELKOPOLSKIE,14/09/1958,WTM538p89
rec-2300-dup-1,SARA,TERESA,SZCZEPANIIAK,,,
rec-2300-dup-2,,TERESA,SZCZEPANYAK,WIELKOPOLSKIE,,WTM538o89
rec-2300-org,SARA,TERESA,SZCZEPANIAK,WIELKOPOLSKIE,14/09/1985,WTM538089
rec-2301-org,LAURA,DOMINIKA,KWIECIEŃ,ŚWIĘTOKRZYSKIE,13/10/1983,CJW510593
rec-2302-org,MARCELINA,MARIA,KOŁODZIEJCZYK,ŁÓDZKIE,19/11/1989,TCS908437
rec-2303-org,NELA,ZOFIA,MACIĄG,MAŁOPOLSKIE,01/10/1999,GLH411161
rec-2304-org,GABRIELA,AGNIESZKA,KRAWIEC,MAZOWIECKIE,01/02/1978,NHW939166
rec-2305-dup-0,MARIIA,JANINA,PILTZH,LUBUSKIE,03/07/1916,LZP298496
rec-2305-dup-1,MARYA,JANIINA,PYLCH,LUBUSKIE,03/07/1961,LZPw98406
rec-2305-dup-2,MARYA,JANIINA,PYLCH,LUBUSKIE,03/07/1961,LZP298r06
rec-2305-org,MARIA,JANINA,PILCH,LUBUSKIE,03/07/1961,LZP298406
rec-2306-org,MARCJANNA,URSZULA,KOWALCZYK,PODKARPACKIE,09/12/1978,ERL282149
rec-2307-dup-0,MIILENA,ZOFYA,ROŻEK,WIELKOPOLSKIE,,
rec-2307-dup-1,MIILENA,ZOFIIA,puste,WIELKOPOLSKIE,,LWC929766
rec-2307-org,MILENA,ZOFIA,ROŻEK,WIELKOPOLSKIE,06/12/2007,LWC929766
rec-2308-org,PATRYCJA,ANNA,GĄSIOROWSKA,MAZOWIECKIE,20/10/2019,WJW523359
rec-2309-org,MARIA,LILIANA,PIEKARSKA,ŚWIĘTOKRZYSKIE,11/04/2003,RNP448063
rec-2310-org,MARCELINA,ANIELA,BORKOWSKA,MAZOWIECKIE,16/06/1980,TFS479370
rec-2311-org,ALICJA,MARIANNA,CHOJNACKA,MAZOWIECKIE,10/01/1985,EJR768342
rec-2312-org,AURELIA,LAURA,KOSTRZEWA,POMORSKIE,25/05/1980,WYN425237
rec-2313-org,PAULINA,AGNIESZKA,CICHOSZ,WIELKOPOLSKIE,09/01/1994,SMY396655
rec-2314-dup-0,ANIIELA,ANNA,KACZMARCZYK,,,ELP034880
rec-2314-dup-1,ANYELA,ANNA,puste,,,ELP033880
rec-2314-dup-2,ANIIELA,ANNA,KACZMARCŹYK,MAŁOPOLSKIE,04/06/1927,ELP933880
rec-2314-org,ANIELA,ANNA,KACZMARCZYK,MAŁOPOLSKIE,04/06/1972,ELP033880
rec-2315-org,JULIA,ALEKSANDRA,NOWAK,POMORSKIE,16/10/1931,ESJ261547
rec-2316-dup-0,ELŻBYETA,MARIIA,LITWIN,ŚLĄSKIE,,HPH6e4659
rec-2316-dup-1,ELŻBIIETA,MARIA,LITŁIN,ŚLĄSKIE,,HPH634669
rec-2316-dup-2,ELZBIETA,MARIIA,LITWIN,,17/11/1974,HPH63r659
rec-2316-org,ELŻBIETA,MARIA,LITWIN,ŚLĄSKIE,17/11/1974,HPH634659
rec-2317-org,MAGDALENA,LAURA,KUSIAK,WIELKOPOLSKIE,20/11/1963,RYK171398
rec-2318-org,HANNA,ANNA,BRZEZIŃSKA,ZACHODNIOPOMORSKIE,23/05/1977,TMC172137
rec-2319-org,OLGA,KLARA,ADAMCZYK,LUBELSKIE,05/11/1995,YXF286617
rec-2320-org,KINGA,ALEKSANDRA,POPŁAWSKA,WARMIŃSKO-MAZURSKIE,09/03/1991,WCT590324
rec-2321-org,ANTONINA,MARIA,LEWANDOWSKA,MAŁOPOLSKIE,18/02/1972,GLA556522
rec-2322-org,ANNA,MARIA,WITKOWSKA,ŁÓDZKIE,01/06/1989,TCM578511
rec-2323-dup-0,,MARIA,GORNIAK,,,MPW428593
rec-2323-dup-1,NOEMI,MARYA,GORNIAK,MAŁOPOLSKIE,,MPW418593
rec-2323-dup-2,,MARIA,GURNIAK,MAŁOPOLSKIE,,MPW4w8593
rec-2323-dup-3,NOEMY,MARIIA,GÓRNIAK,,13/07/1937,MPW4285o3
rec-2323-org,NOEMI,MARIA,GÓRNIAK,MAŁOPOLSKIE,13/07/1937,MPW428593
rec-2324-org,WERONIKA,ZOFIA,PRZYBYŁA,ŁÓDZKIE,20/01/2011,JGF961064
rec-2325-org,EMILIA,EMILIA,LESZCZYŃSKA,WARMIŃSKO-MAZURSKIE,18/01/1973,JMC511284
rec-2326-org,ZUZANNA,JULIA,MIŚKIEWICZ,DOLNOŚLĄSKIE,23/07/1986,LLL993213
rec-2327-dup-0,MARCELIINA,ŁUTZJA,GRZEŚKOWIAK,ŚLĄSKIE,,
rec-2327-dup-1,MARCELIINA,LUCJA,GRZEŚKOWIAK,ŚLĄSKIE,,
rec-2327-dup-2,MARCELIINA,ŁUTZJA,GREŚKOWIAK,ŚLĄSKIE,29/05/1979,ERC282885
rec-2327-org,MARCELINA,ŁUCJA,GRZEŚKOWIAK,ŚLĄSKIE,29/05/1997,ERC282885
rec-2328-org,HANNA,IZABELA,TUROWSKA,PODKARPACKIE,19/03/1950,DTS671507
rec-2329-dup-0,,HELENA,GRÓCA,WIELKOPOLSKIE,,
rec-2329-org,ANNA,HELENA,GRUCA,WIELKOPOLSKIE,01/07/1985,APJ326825
rec-2330-org,WIKTORIA,EWA,MROCZEK,MAŁOPOLSKIE,15/02/1964,CCE095172
rec-2331-org,LENA,PAULINA,DĄBEK,WIELKOPOLSKIE,22/02/1990,LDY416373
rec-2332-org,SELENA,AGNIESZKA,MAŁEK,KUJAWSKO-POMORSKIE,01/06/2007,EMA848697
rec-2333-org,MARIA,HELENA,KOWALSKA,KUJAWSKO-POMORSKIE,20/09/1977,MMX934850
rec-2334-dup-0,NICÓLA,AGNIESŻKA,KOZŁOŁSKA,MAŁOPOLSKIE,,HCA206094
rec-2334-dup-1,NYCOLA,AGNYESZKA,KOZWOWSKA,,04/11/2006,HCA206094
rec-2334-org,NICOLA,AGNIESZKA,KOZŁOWSKA,MAŁOPOLSKIE,04/11/2006,HCA206094
rec-2335-org,JULIA,MAŁGORZATA,OLEJNIK,MAŁOPOLSKIE,23/10/1976,DDC762786
rec-2336-org,HANNA,NOEMI,WYSOCKA,ZACHODNIOPOMORSKIE,27/08/1998,XFZ216181
rec-2337-org,OLIWIA,ROZALIA,SZEWCZYK,POMORSKIE,16/06/1995,NHX536768
rec-2338-dup-0,MARIYA,FLÓRA,GRABSKA,,23/07/1933,HKF250132
rec-2338-dup-1,MARIYA,FLÓRA,GRABSKA,DOLNOŚLĄSKIE,,
rec-2338-org,MARIIA,FLORA,GRABSKA,DOLNOŚLĄSKIE,23/07/1933,HKF240132
rec-2339-org,JULIA,DAGMARA,PAJĄK,MAZOWIECKIE,15/09/1984,LFL295821
rec-2340-org,ZOFIA,KATARZYNA,PAJĄK,ŚLĄSKIE,29/09/1962,DHD105085
rec-2341-org,HANNA,SOPHIA,KORZENIEWSKA,LUBELSKIE,14/12/1972,NTC537393
rec-2342-org,RÓŻA,KLARA,SOŁTYSIAK,POMORSKIE,05/12/1965,MTW209178
rec-2343-org,NADIA,TERESA,SOSNOWSKA,ŚLĄSKIE,24/05/1964,MYD458903
rec-2344-org,ZOFIA,WIKTORIA,ŻURAWSKA,DOLNOŚLĄSKIE,02/12/1984,TXS424949
